question,pmid,adaptation,sent_id,source,target,operation
59,35081293,adaptation2,3,"Methods: In this phase 1-2, open-label clinical trial conducted at 10 sites in the United States, adults who had completed a Covid-19 vaccine regimen at least 12 weeks earlier and had no reported history of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection received a booster injection with one of three vaccines: mRNA-1273 (Moderna) at a dose of 100 μg, Ad26.COV2.S (Johnson & Johnson-Janssen) at a dose of 5×1010 virus particles, or BNT162b2 (Pfizer-BioNTech) at a dose of 30 μg.","In this clinical trial, fully vaccinated adults with no reported history of COVID-19 infection got a booster injection at least 12 weeks after the primary vaccination. They got one of the three vaccines: Moderna, Johnson & Johnson-Janssen, or Pfizer.",Generalization
59,35081293,adaptation2,4,"The primary end points were safety, reactogenicity, and humoral immunogenicity on trial days 15 and 29.","On trial days 15 and 29 they were checked for booster safety, signs of the body’s response to the vaccine, and ability to build up protection against the COVID-19 virus.",Explanation
59,35081293,adaptation2,5,"Results: Of the 458 participants who were enrolled in the trial, 154 received mRNA-1273, 150 received Ad26.COV2.S, and 153 received BNT162b2 as booster vaccines; 1 participant did not receive the assigned vaccine.","458 people participated in the trial. 154 got Moderna, 150 got Johnson & Johnson, and 153 got Pfizer.",Generalization
59,35081293,adaptation2,6,Reactogenicity was similar to that reported for the primary series.,Signs of the body’s response to the booster were similar to the primary vaccine.,Explanation
59,35081293,adaptation2,7,"More than half the recipients reported having injection-site pain, malaise, headache, or myalgia.","More than half had injection-site pain, general discomfort, headache, or muscle aches.",Substitution
59,35081293,adaptation2,8,"For all combinations, antibody neutralizing titers against a SARS-CoV-2 D614 G pseudovirus increased by a factor of 4 to 73, and binding titers increased by a factor of 5 to 55.",All boosters increased the body's ability to protect itself against the SARS-CoV-2 virus from 4-fold to over 70-fold. The numbers of the antibodies that protect against COVID-19 increased from 5-fold to over 50-fold.,Substitution
59,35081293,adaptation2,9,"Homologous boosters increased neutralizing antibody titers by a factor of 4 to 20, whereas heterologous boosters increased titers by a factor of 6 to 73.","Using the same vaccine for the boosters increased the protection up to 20-fold, but using a different vaccine increased the protection more.",Substitution
59,35081293,adaptation2,10,Spike-specific T-cell responses increased in all but the homologous Ad26.COV2.S-boosted subgroup.,"All boosters, except for Johnson & Johnson, increased the body's ability to protect itself agains the spike that the virus uses to get into the body cells.",Explanation
59,35081293,adaptation2,11,"CD8+ T-cell levels were more durable in the Ad26.COV2.S-primed recipients, and heterologous boosting with the Ad26.COV2.S vaccine substantially increased spike-specific CD8+ T cells in the mRNA vaccine recipients.",The Johnson & Johnson booster increased the number of cells that block the virus spike in people who were vaccinated with Moderna or Pfizer.,Substitution
59,35081293,adaptation2,12,Conclusions: Homologous and heterologous booster vaccines had an acceptable safety profile and were immunogenic in adults who had completed a primary Covid-19 vaccine regimen at least 12 weeks earlier.,All boosters were safe and increased protection against Covid-19 in adults who were fully vaccinated at least 12 weeks earlier.,Generalization
59,35099023,adaptation2,1,Introduction: The vital renal replacement therapy makes it impossible for dialysis patients to distance themselves socially.,Dialysis patients cannot distance themselves socially.,Generalization
59,35099023,adaptation2,2,This results in a high risk of SARS-CoV-2 infection and developing COVID-19 with excess mortality due to disease burden and immunosuppression.,They are at high risk of developing COVID-19 with high mortality.,Generalization
59,35099023,adaptation2,3,"We determined the efficacy of a 100 µg booster of mRNA-1273 (Moderna, Inc., Cambridge, Massachusetts, USA) 6 months after two doses of BNT162b2 (BioNTech/Pfizer, Mainz, Germany/New York, NY, USA) in 194 SARS-CoV-2 naïve dialysis patients.",We studied Moderna boosters 6 months after two doses of Pfizer in 194 dialysis patients who did not have SARS-CoV-2 infection.,Generalization
59,35099023,adaptation2,4,"Methods: Anti-SARS-CoV-2-spike antibodies were measured with the Elecsys® Anti-SARS-CoV-2 S assay (Roche Diagnostics GmbH, Germany) 4 and 10-12 weeks after two doses of BNT162b2 as well as 4 weeks after the mRNA-1273 booster.","We measured the chemicals that protect against the COVID-19 virus 4 weeks after Pfizer and Moderna boosters, and also 10-12 weeks after Pfizer",Generalization
59,35099023,adaptation2,8,Results: Any level of immunoreactivity determined by anti-SARS-CoV-2-spike antibody assay was found in 87.3% (n = 144/165) and 90.6% (n = 164/181) 4 and 10-12 weeks after two doses of BNT162b2.,Protective chemicals were found in about 9 out of 10 people 4 and 10-12 weeks after two doses of Pfizer.,Generalization
59,35099023,adaptation2,9,"This was reduced to 68.5% or 60.6% 4 weeks and 51.7% or 35.4% 10-12 weeks, respectively, when using the ROC revealed cut-offs for neutralizing antibodies in the surrogate neutralization test (manufacturer given cut-off ≥ 103 U/ml and cut-off correlating with PRNT ≥ 196 U/ml).","Looking at different protective thresholds, protection was reduced to 7 out of 10 after 4 weeks and around half after 10-12 weeks.",Generalization
59,35099023,adaptation2,10,"Four weeks after the mRNA-1273 booster, the concentration of anti-SARS-CoV-2-spike antibodies increased to 23 119.9 U/ml and consecutively to 97.3% for both cut-offs of neutralizing antibodies.","For Moderna, almost all people had strong protection after 4 weeks.",Generalization
59,35099023,adaptation2,11,Conclusion: Two doses of BNT162b2 followed by one dose of mRNA-1273 within 6 months in patients receiving maintenance dialysis resulted in significant titers of SARS-CoV-2-S-Ab.,People on dialysis who were vaccinated with Pfizer and got Moderna booster within the next 6 month had significant protection against the COVID-19 virus.,Substitution
59,35099023,adaptation2,12,"While two doses of mRNA vaccine only achieved adequate humoral immunity in a minority, the third vaccination boosts the development of virus-neutralizing quantities of SARS-CoV-2 spike antibodies (against wild type SARS-CoV-2) in almost all patients.","While the first two doses of Moderna or Pfizer vaccine gave adequate protection to some patients, the booster increased protection against the COVID-19 virus in almost all patients.",Generalization
59,35126395,adaptation2,1,Background: Heterologous vaccinations against SARS-CoV-2 with ChAdOx1 nCoV-19 and a second dose of an mRNA-based vaccine have been shown to be more immunogenic than homologous ChAdOx1 nCoV-19.,Getting a Pfizer or Moderna booster after the AstraZeneca vaccine protects against COVID-19 better than getting the same AstraZeneca booster.,Generalization
59,35126395,adaptation2,2,"In the current study, we examined the kinetics of the antibody response to the second dose of three different vaccination regimens (homologous ChAdOx1 nCoV-19 vs. ChAdOx1 nCoV-19 + BNT162b2 or mRNA-1273) against SARS-CoV-2 in a longitudinal manner; whether there are differences in latency or amplitude of the early response and which markers are most suitable to detect these responses.",We studied how a booster with the same AstraZeneca or a different Pfizer or Moderna vaccine protects against COVID-19 over time.,Generalization
59,35126395,adaptation2,3,"Methods: We performed assays for anti-S1 IgG and IgA, anti-NCP IgG and a surrogate neutralization assay on serum samples collected from 57 participants on the day of the second vaccination as well as the following seven days.",We analyzed chemicals that protect against COVID-19 in the blood of 57 people on the day of the second vaccination and the following seven days.,Generalization
